,Author,Title paper,Journal,Year,Keywords,Co-authors,labels
6224,AU=BAL MEHMET,"[Effects of hybrid type, stage of maturity, and fermentation length on whole plant corn silage quality]",[TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES],[2006],"[hybrid, corn silage, stage of maturity, digestibility]",['Bal Mehmet Ali'],1.0
6225,AU=BAL MEHMET,[Are there any preventable risk factors for women who had surgery for Pelvic Organ Prolapse and stress Urinary Incontinence?],[PAKISTAN JOURNAL OF MEDICAL SCIENCES],[2018],"[Incontinence surgery, Pelvic organ prolapse, Prolapse surgery, Risk factors, Stress urinary incontinence]","['Kurt Sefa', 'Canda Mehmet Tunc', 'Bal Mehmet', 'Tasyurt Abdullah']",1.0
6226,AU=BAL MEHMET,[Peri-implantitis developing after placement of dental implant in a patient with a history of periodontitis and its treatment: A case report],[EUROPEAN JOURNAL OF THERAPEUTICS],[2015],"[Periodontal diseases, dental implants, peri-implantitis, smoking, bruxism, regenerative medicine]","['Bal Mehmet Vehbi', 'Bengi Vahdi Umut', 'Saygun Isil']",1.0
6227,AU=BAL MEHMET,[Vitamin D deficiency in pregnancy is not associated with diabetes mellitus development in pregnant women at low risk for gestational diabetes],[TURKISH JOURNAL OF OBSTETRICS AND GYNECOLOGY],[2016],"[Gestational diabetes mellitus, 25 (OH) vitamin D-3, vitamin D deficiency]","['Bal Mehmet', 'Ersoy Gulcin Sahin', 'Demirtas Omer', 'Kurt Sefa', 'Tasyurt Abdullah']",1.0
6228,AU=BAL MEHMET,[Comparison of Low Level Laser and Arginine-Calcium Carbonate Alone or Combination in the Treatment of Dentin Hypersensitivity: A Randomized Split-Mouth Clinical Study],[PHOTOMEDICINE AND LASER SURGERY],[2015],,"['Bal Mehmet Vehbi', 'Keskiner Ilker', 'Sezer Ufuk', 'Acikel Cengizhan', 'Saygun Isil']",1.0
6229,AU=SUBAŞI MEHMET,[Does graft choice affect osteoarthritis development in the knee after anterior cruciate ligament reconstruction?],[INTERNATIONAL ORTHOPAEDICS],[2008],,"['Cebesoy Oguz', 'Subasi Mehmet']",1.0
6230,AU=SUBAŞI MEHMET,[Outcome in unilateral or bilateral DDH treated with one-stage combined procedure],[CLINICAL ORTHOPAEDICS AND RELATED RESEARCH],[2008],,"['Subasi Mehmet', 'Arslan Huseyin', 'Cebesoy Oguz', 'Buyukbebeci Orhan', 'Kapukaya Ahmet']",1.0
6231,AU=SUBAŞI MEHMET,[Grafting may effect the outcome in diaphyseal fractures of the humerus],[INTERNATIONAL ORTHOPAEDICS],[2008],,"['Subasi Mehmet', 'Cebesoy Oguz']",1.0
6232,AU=SUBAŞI MEHMET,[Outcome of open comminuted tibial plateau fractures treated using an external fixator],[JOURNAL OF ORTHOPAEDIC SCIENCE],[2007],,"['Subasi Mehmet', 'Kapukaya Ahmet', 'Arslan Huseyin', 'Ozkul Emin', 'Cebesoy Oguz']",1.0
6233,AU=SUBAŞI MEHMET,"[Finsen V, Hofstad M, Haugan H. A rare complication in scaphoid pseudoarthrosis: intraarticlar migration and breaking of Kirschner wire [injury 2006;37(9): 854-9]]",[INJURY-INTERNATIONAL JOURNAL OF THE CARE OF THE INJURED],[2007],,"['Cebesoy Oguz', 'Subasi Mehmet', 'Arpacioglu Omer']",1.0
6234,AU=TAN MEHMET,[Seroprevalence of the Rotavirus and Corona Virus Infections in Cattle],[Journal of Animal and Veterinary Advances],[2008],"[Cattle, corona virus, rotavirus, seroprevalance]","['Yildirim Yakup', 'Dagalp Seval Bilge', 'Tan Mehmet Tolga', 'Kalaycioglu Atila Taner']",1.0
6235,AU=TAN MEHMET,"[Seroprevalence of Equine Viral Arteritis in Donkeys in Kars District, Turkey]",[Journal of Animal and Veterinary Advances],[2008],"[Donkey, ELISA, equine viral arteritis, seroprevalence]","['Yildirim Yakup', 'Kirmizigul Ali Haydar', 'Tan Mehmet Tolga', 'Gokce Ethan', 'Irmak Kemal']",1.0
6236,AU=TAN MEHMET,[A serological investigation on Parainfluenza-3 (PI-3) and bovine adenovirus (BAV) infections in dairy cow enterprises in Aydin Province],[KAFKAS UNIVERSITESI VETERINER FAKULTESI DERGISI],[2007],"[PI-3, BAV, virus, dairy cattle, serological investigation, Aydin]","['Erol Nural', 'Gur Sibel', 'Yildirim Yakup', 'Tan Mehmet Tolga']",1.0
6237,AU=TAN MEHMET,[Feature reduction for gene regulatory network control],"[PROCEEDINGS OF THE 7TH IEEE INTERNATIONAL SYMPOSIUM ON BIOINFORMATICS AND BIOENGINEERING, VOLS I AND II]",[2007],"[gene regulatory networks, feature reduction, control]","['Tan Mehmet', 'Polat Faruk', 'Alhajj Reda']",1.0
6238,AU=TAN MEHMET,[Effect of persistent BVDV infection on some reproductive parameters of dairy cows],[INDIAN VETERINARY JOURNAL],[2008],,"['Ceylan Ahmet', 'Tan Mehmet Tolga', 'Karaoglu Taner', 'Serin Ilker']",1.0
6239,AU=YASEMİN MEHMET,[Failure characteristics of self-compacting concretes made with recycled aggregates],[CONSTRUCTION AND BUILDING MATERIALS],[2015],"[Fracture, Fracture toughness, Mechanical properties, Recycled aggregate]","['Gesoglu Mehmet', 'Guneyisi Erhan', 'Oz Hatice Oznur', 'Taha Ihsan', 'Yasemin Mehmet Taner']",1.0
6240,AU=YASEMİN MEHMET,[Durability and Shrinkage Characteristics of Self-Compacting Concretes Containing Recycled Coarse and/or Fine Aggregates],[ADVANCES IN MATERIALS SCIENCE AND ENGINEERING],[2015],,"['Gesoglu Mehmet', 'Guneyisi Erhan', 'Oz Hatice Oznur', 'Yasemin Mehmet Taner', 'Taha Ihsan']",1.0
6241,AU=TEKKOYUN MEHMET,[MECHANICAL SYSTEMS ON AN ALMOST KAHLER MODEL OF A FINSLER MANIFOLD],[INTERNATIONAL JOURNAL OF GEOMETRIC METHODS IN MODERN PHYSICS],[2013],"[Finsler manifold, Kahler manifold, Kahler-Einstein manifold, Lagrangians, Hamiltonians]","['Tekkoyun Mehmet', 'Celik Oguzhan']",1.0
6242,AU=TEKKOYUN MEHMET,[MECHANICAL SYSTEMS ON ALMOST PARA/PSEUDO-KAHLER-WEYL MANIFOLDS],[INTERNATIONAL JOURNAL OF GEOMETRIC METHODS IN MODERN PHYSICS],[2013],"[Para/pseudo-Kahler-Weyl geometry, Lagrangian and Hamiltonian mechanical systems]","['Kasap Zeki', 'Tekkoyun Mehmet']",1.0
6243,AU=TEKKOYUN MEHMET,[MECHANICAL SYSTEMS ON GENERALIZED-QUATERNIONIC KAHLER MANIFOLDS],[INTERNATIONAL JOURNAL OF GEOMETRIC METHODS IN MODERN PHYSICS],[2011],"[Quaternion algebra, generalized-quaternionic Kahler geometry, Lagrangian and Hamiltonian mechanical systems]","['Tekkoyun Mehmet', 'Yayli Yusuf']",1.0
6244,AU=TEKKOYUN MEHMET,[Complex dynamics effect on distributions],[BSG PROCEEDINGS 16],[2009],"[tangent-cotangent bundles, Lagrangian-Hamiltonian systems]",['Tekkoyun Mehmet'],1.0
6245,AU=TEKKOYUN MEHMET,[Bi-para-mechanical systems on the bi-Lagrangian manifold],[PHYSICA B-CONDENSED MATTER],[2010],"[Para-complex geometry, Para-Lagrangian, Para-Hamiltonian, Bi-Lagrangian]","['Tekkoyun Mehmet', 'Sari Murat']",1.0
6246,AU=TEKİNKUŞ MEHMET,[Development of quality matrix to measure the effectiveness of quality management systems in Turkish construction industry],[BUILDING AND ENVIRONMENT],[2007],"[quality management systems, effectiveness, construction industry, quality matrix analysis]","['Oztas Ahmet', 'Guzelsoy Serra S.', 'Tekinkus Mehmet']",1.0
6247,AU=TEMEL MEHMET,[IRISH REVOLUTION IN THE OTTOMAN ARCHIVE DOCUMENTS],[TURKIYAT ARASTIRMALARI DERGISI-JOURNAL OF STUDIES IN TURKOLOGY],[2018],"[Irish Revolution, Ottoman State, England, Liberal Party, Sinn Fein, Dominion, Ulster]",['Temel Mehmet'],1.0
6248,AU=TEMEL MEHMET,[TURKEY-SWEDEN RELATIONSHIPS IN THE EARLY YEARS OF THE REPUBLIC ACCORDING TO THE DOCUMENTS FROM THE REPUBLIC ARCHIVE],[TURKIYAT ARASTIRMALARI DERGISI-JOURNAL OF STUDIES IN TURKOLOGY],[2017],"[Sweden, Trade and Seyr-i Sefain Agreement, Modus Vivendi, Port of Mersin, Port of Eregli, Railway, Turkish Republic]",['Temel Mehmet'],1.0
6249,AU=TEMEL MEHMET,[An ethnobotanical approach to MRSA (Methicillin-Resistant Staphylococcus aureus) in Western Anatolia: A case of Afyonkarahisar],[INDIAN JOURNAL OF TRADITIONAL KNOWLEDGE],[2017],"[MRSA, Ethnobotany, Medicinal plants, Afyonkarahisar, Turkey]","['Ari Suleyman', 'Temel Mehmet', 'Konuk Muhsin']",1.0
6250,AU=TEMEL MEHMET,[OTTOMAN-AUSTRALIAN RELATIONSHIPS ACCORDING TO OTTOMAN ARCHIVAL DOCUMENTS],[TURKIYAT ARASTIRMALARI DERGISI-JOURNAL OF STUDIES IN TURKOLOGY],[2016],"[The Ottoman Empire, Australia, immigration, path finding, consulates, financial support, Anzac, Gallipoli]",['Temel Mehmet'],1.0
6251,AU=TEMEL MEHMET,"[ROYALTY, TAKE-OVER AND CONVEYANCE OPERATIONS OF MINES IN MUGLA IN ATATURK ERA]",[TURKIYAT ARASTIRMALARI DERGISI-JOURNAL OF STUDIES IN TURKOLOGY],[2015],"[Ataturk Era, Mugla, Mine, Mine Operation Royalty, Mine Regulations]",['Temel Mehmet'],1.0
6252,AU=TETİKOĞLU MEHMET,[Investigation of dynamic thiol-disulphide homoeostasis in age-related cataract patients with a novel and automated assay],[INTERNATIONAL OPHTHALMOLOGY],[2018],"[Cataract, Oxidative stress, Thiol, Disulphide, Catalase, Malondialdehyde]","['Sagdik Haci Murat', 'Ucar Fatma', 'Tetikoglu Mehmet', 'Aktas Serdar', 'Ozcura Fatih', 'Kocak Havva', 'Neselioglu Salim', 'Eren Funda']",1.0
6253,AU=TETİKOĞLU MEHMET,[Retrospective analysis of the effect of aflibercept loading dose on the retinal vessel diameters in patients with treatment-naive neovascular AMD],[CUTANEOUS AND OCULAR TOXICOLOGY],[2018],"[Aflibercept, retinal vessel diameter, choroidal thickness, retinal blood flow, macular degeneration]","['Tetikoglu Mehmet', 'Kurt Muhammed Mustafa', 'Sagdik Haci Murat', 'Aktas Serdar', 'Yildirim Medine Asli', 'Ozcura Fatih']",1.0
6254,AU=TETİKOĞLU MEHMET,"[Impact of Smoking on the Ocular Surface, Tear Function, and Tear Osmolarity]",[CURRENT EYE RESEARCH],[2017],"[Dry eye disease, goblet cells, Schirmer 1 test, smoking, tear osmolarity]","['Aktas Serdar', 'Tetikoglu Mehmet', 'Kocak Ahmet', 'Kocacan Metin', 'Aktas Hatice', 'Sagdik Haci Murat', 'Ozcura Fatih']",1.0
6255,AU=TETİKOĞLU MEHMET,[Mean Platelet Volume is Associated with Diabetic Macular Edema in Patients with Type-2 Diabetes Mellitus],[SEMINARS IN OPHTHALMOLOGY],[2017],"[Diabetes mellitus, diabetic macular edema, diabetic retinopathy, mean platelet volume, platelet]","['Tetikoglu Mehmet', 'Aktas Serdar', 'Sagdik Haci Murat', 'Yigitoglu Sila Tasdemir', 'Ozcura Fatih']",1.0
6256,AU=TETİKOĞLU MEHMET,[Thiol Disulfide Homeostasis in Pseudoexfoliation Syndrome],[CURRENT EYE RESEARCH],[2017],"[Disulfide, oxidative stress, pseudoexfoliation syndrome, thiol]","['Tetikoglu Mehmet', 'Aktas Serdar', 'Sagdik Haci Murat', 'Ozcura Fatih', 'Ucar Fatma', 'Kocak Havva', 'Neselioglu Salim', 'Erel Ozcan']",1.0
6257,AU=TOSUN MEHMET,[Cross-border shopping and the sales tax: An examination of food purchases in West Virginia],[B E JOURNAL OF ECONOMIC ANALYSIS & POLICY],[2007],"[sales taxation, cross-border shopping]","['Tosun Mehmet S.', 'Skidmore Mark L.']",1.0
6258,AU=TOSUN MEHMET,[Endogenous fiscal policy and capital market transmissions in the presence of demographic shocks],[JOURNAL OF ECONOMIC DYNAMICS & CONTROL],[2008],"[population aging, overlapping generations, endogenous fiscal policy, education spending, international capital flows]",['Tosun Mehmet Serkan'],1.0
6259,AU=TOSUN MEHMET,[A case report of hepatitis B carriage in a patient with ankylosing spondylitis improving following infliximab treatment and a review of the literature],[JOURNAL OF BACK AND MUSCULOSKELETAL REHABILITATION],[2007],"[ankylosing spondylitis, hepatitis B virus, anti-TNF-alpha]","['Capkin Erhan', 'Karkucak Murat', 'Yilmaz Guerdal', 'Aydin Kemalettin', 'Tosun Mehmet']",1.0
6260,AU=TOSUN MEHMET,[Ochronosis in differential diagnosis of patients with chronic backache: a review of the literature],[RHEUMATOLOGY INTERNATIONAL],[2007],"[ochronosis, homogentisic acid, calcified intervertebral discs]","['Capkin Erhan', 'Karkucak Murat', 'Yayli Savas', 'Serdaroglu Muenevver', 'Tosun Mehmet']",1.0
6261,AU=TOSUN MEHMET,[Open trade and skilled and unskilled labor productivity in developing countries: A panel data analysis],[JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT],[2007],"[trade openness, productivity, skilled labor, unskilled labor, developing countries, panel data]","['Abizadeh Sohrab', 'Tosun Mehmet Serkan']",1.0
6262,AU=TUZCU MEHMET,[Effects of (+)-Catechin Supplementation on the Some Biochemical Parameters in Sera and Erythrocytes of Ovariectomized Wistar Rats Induced by the Carcinogen Potassium Bromate (KBrO3)],[JOURNAL OF ANIMAL AND VETERINARY ADVANCES],[2009],"[(+)-Catechin, serum, erythrocytes, alpha-tocopherol, Malondialdehyde (MDA), glutathione, ovariectomized Wistar rats, potassium bromate]","['Tuzcu Mehmet', 'Irtegun Sevgi', 'Yilmaz Oekkes', 'Guvenc Mehmet', 'Erman Orhan', 'Sahin Kazim']",1.0
6263,AU=TUZCU MEHMET,[Effect of Lawsonia inermis treatment on mice with sarcoma],[AFRICAN JOURNAL OF BIOTECHNOLOGY],[2008],"[L. inermis, Ehrlich ascites tumour, Ehrlich ascites carcinoma, antitumoral]","['Zumrutdal Mehmet Emin', 'Ozaslan Mehmet', 'Tuzcu Mehmet', 'Kalender Mehmet Emin', 'Daglioglu Kenan', 'Akova Atilla', 'Karagoz Isik Didem', 'Kilic Ibrahim Halil', 'Colak Omer', 'Koksal Fatih']",1.0
6264,AU=TUZCU MEHMET,[Effects of Isoflavones Supplementation on Cholesterol and Fatty Acid Levels of Muscle and Liver Tissues of Quail],[JOURNAL OF ANIMAL AND VETERINARY ADVANCES],[2008],"[Isoflavone, cholesterol, fatty acid composition, liver, muscle]","['Yilmaz Okkes', 'Guvenc Mehmet', 'Cetintas Buket', 'Tuzcu Mehmet', 'Dayangac Alpaslan', 'Sahin Kazim']",1.0
6265,AU=TUZCU MEHMET,"[Effects of Dietary Taurine and Gamma Aminobutyric Acid on the Steroil CoA Desaturase and Delta 6, 5 Desaturase Enzyme Activities in Liver Tissues of Rats]",[JOURNAL OF ANIMAL AND VETERINARY ADVANCES],[2008],"[Taurine, gamma amino butyric acid, lipid, GSH, cholesterol, fatty acids]","['Ozkan Yusuf', 'Yilmaz Oekkes', 'Tuzcu Mehmet', 'Murat Gulsen', 'Guvenc Mehmet', 'Ozturk Ali Ihsan', 'Sahin Kazim']",1.0
6266,AU=TUZCU MEHMET,"[Effect of L-carnitine supplementation on biochemical, haematological and pathological parameters of quails (Coturnik coturnix japonica) during chronic aflatoxicosis]",[KAFKAS UNIVERSITESI VETERINER FAKULTESI DERGISI],[2007],"[aflatoxin, L-carnitine, biochemistry, haematology, pathology, quail]","['Citil Mehmet', 'Karapehlivan Mahmut', 'Tuzcu Mehmet', 'Dogan Abdullah', 'Uzlu Erdogan', 'Atakisi Emine', 'Kanici Ayse', 'Uzun Metehan']",1.0
6267,AU=SEZER MEHMET,[Polynomial solution of high-order linear Fredholm integro-differential equations with constant coefficients],[JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS],[2008],"[Taylor polynomials and series, Fredholm integral and integro-differential equations, Taylor matrix method]","['Kurt Nurcan', 'Sezer Mehmet']",1.0
6268,AU=SEZER MEHMET,[A Taylor polynomial approach for solving generalized pantograph equations with nonhomogenous term],[INTERNATIONAL JOURNAL OF COMPUTER MATHEMATICS],[2008],"[advanced pantograph equation, Taylor series and polynomials]","['Sezer Mehmet', 'Yalcinbas Salih', 'Guelsu Mustafa']",1.0
6269,AU=SEZER MEHMET,[Relevance of nutritional route and intercellular adhesion molecule-1 in patients with acute renal failure and its prognostic implications],[JOURNAL OF RENAL NUTRITION],[2008],,"['Sezer Mehmet Tugrul', 'Demir Murat', 'Gungor Gokhan', 'Yavuz Lutfi']",1.0
6270,AU=SEZER MEHMET,[Approximate solution of multi-pantograph equation with variable coefficients],[JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS],[2008],"[taylor polynomials and series, pantograph equations, Taylor matrix method, delay differential equations]","['Sezer Mehmet', 'yalcinbas Salih', 'Sahin Niyazi']",1.0
6271,AU=SEZER MEHMET,[Short-term effect of simvastatin treatment on inflammatory parameters in peritoneal dialysis patients],[SCANDINAVIAN JOURNAL OF UROLOGY AND NEPHROLOGY],[2007],"[inflammation, interleukin-6, peritoneal dialysis, simvastatin, tumor necrosis factor-alpha]","['Sezer Mehmet Tugrul', 'Katirci Selim', 'Demir Murat', 'Erturk Jale', 'Adana Serdal', 'Kaya Selcuk']",1.0
6272,AU=TÜRKELİ MEHMET,[Increased oxidant stress and decreased antioxidant status in erythrocytes of rats fed with zinc-deficient diet],[BIOLOGICAL TRACE ELEMENT RESEARCH],[2008],"[lipid peroxidation, antioxidant enzymes, zinc, free radical, antioxidant potential, oxidative stress, nitric oxide]","['Taysi Seyithan', 'Cikman Oztekin', 'Kaya Abdullah', 'Demircan Berna', 'Gumustekin Kenan', 'Yilmaz Adnan', 'Boyuk Abdullah', 'Keles Mustafa', 'Akyuz Mehmet', 'Turkeli Mehmet']",1.0
6273,AU=TÜRKELİ MEHMET,[Bortezomib induced apoptotic and autophagic cell death in HT-29 colon cancer cells through Bcl-2 pathway],[ANTI-CANCER DRUGS],[2015],,"['Selli Jale', 'Karamese Selina Aksak', 'Gedikli Semin', 'Guvendi Gulname Findik', 'Erdemci Burak', 'Guvendi Bulent', 'Turkeli Mehmet', 'Kara Adem']",1.0
6274,AU=TÜRKELİ MEHMET,[EARLY ONSET OF RADIATION INDUCED SARCOMA: A CASE REPORT AND REVIEW OF THE LITERATURE],[ACTA MEDICA MEDITERRANEA],[2017],"[Radiation induced sarcoma, radiotherapy, synchronous tumors, treatment]","['Yildirim Nilgun', 'Simsek Melih', 'Turkeli Mehmet', 'Bilici Mehmet', 'Ozmen Hilal Kiziltunc']",1.0
6275,AU=TÜRKELİ MEHMET,[How can we reduce the pain associated with FNA biopsy? Comparison of parallel and perpendicular method],[JAPANESE JOURNAL OF RADIOLOGY],[2016],"[Thyroid gland, Biopsy, Pain, Parallel, Perpendicular]","['Yuce Ihsan', 'Turkeli Mehmet', 'Eren Suat', 'Levent Akin', 'Sade Recep', 'Kantarci Mecit']",1.0
6276,AU=TÜRKELİ MEHMET,[MULTICENTRIC BONE INVOLVEMENT AND COMPLETE RESPONSE TO CHEMOTHERAPY: A CASE REPORT],[ACTA MEDICA MEDITERRANEA],[2016],"[Non-Hodgkin Lymphoma, multicentric involvement, diffuse large B-cell lymphoma]","['Simsek Melih', 'Turkeli Mehmet', 'Aldemir Mehmet Naci', 'Yildirim Nilgun', 'Tekin Salim Basol', 'Bilici Mehmet']",1.0
6277,AU=TÜRKER MEHMET,[Distortion tendencies in welded steel lattice beams],"[ENGINEERING STRUCTURAL INTEGRITY: RESEARCH, DEVELOPMENT AND APPLICATION, VOLS 1 AND 2]",[2007],,"['Ozcatalbas Yusuf', 'Turker Mehmet', 'Vural H. Ibrahim']",1.0
6278,AU=TÜRKER MEHMET,[Effect of cutting tool materials on surface roughness and cutting forces in machining of Al-Si3N4 composite produced by powder metallurgy],"[PROGRESS IN POWDER METALLURGY, PTS 1 AND 2]",[2007],"[metal matrix composites (MMC,), powder metallurgy (P/M), machinability, cutting tool]","['Ozcatalbas Yusuf', 'Bahceci Ersin', 'Turker Mehmet']",1.0
6279,AU=TÜRKER MEHMET,"[The effect of transforming growth factor beta 1 (TGF-beta 1) on the regenerate bone in distraction osteogenesis - A biomechanical, histologic and immunohistochemical study on rabbits]",[GROWTH FACTORS],[2007],,"['Ozkan Korhan', 'Eralp Levent', 'Kocaoglu Mehmet', 'Ahishali Bulent', 'Bilgic Bilge', 'Mutlu Zihni', 'Turker Mehmet', 'Ozkan Feyza Unlu', 'Sahin Kemal', 'Guven Melih']",1.0
6280,AU=TÜRKER MEHMET,[Effects of hyperbaric oxygen therapy on distraction osteogenesis],[ADVANCES IN THERAPY],[2007],"[hyperbaric oxygen treatment, distraction osteogenesis, torsional testing, lengthening]","['Eralp Levent', 'Ozkan Korhan', 'Kocaoglu Mehmet', 'Aktas Samil', 'Zihni Mutlu', 'Turker Mehmet', 'Ozkan Feyza Unlu']",1.0
6281,AU=TÜRKER MEHMET,[Effect of friction pressure on the properties of friction welded MA956 iron-based superalloy],[MATERIALS & DESIGN],[2007],"[superalloys, MA956, friction welding, tensile strengths, hardness]","['Ates Hakan', 'Turker Mehmet', 'Kurt Adem']",1.0
6282,AU=TİKİCİ MEHMET,[A Study on Developing the Organizational Democracy Scale],[AMME IDARESI DERGISI],[2015],"[Democracy, organizational democracy, the organizational democracy scale, scale developing]","['Geckil Tahsin', 'Tikici Mehmet']",1.0
6283,AU=TİKİCİ MEHMET,[Operating turnaround strategies during crisis periods: a research on manufacturing firms],[PROCEEDINGS OF 7TH INTERNATIONAL STRATEGIC MANAGEMENT CONFERENCE],[2011],"[Crisis, Operating turnaround strategies, Manufacturing firms]","['Tikici Mehmet', 'Omay Ece', 'Derin Neslihan', 'Seckin Seyda Nur', 'Cureoglu Mehmet']",1.0
6284,AU=ULUKAN MEHMET,[Primary school students' level of participation in sport in terms of different variables and the relationship between the level of participation and communication skills],[4TH WORLD CONFERENCE ON EDUCATIONAL SCIENCES (WCES-2012)],[2012],"[Primary school students, sports activities, communication skills]","['Ulukan Mehmet', 'Dalkilic Mehmet']",1.0
6285,AU=ULUKAN MEHMET,[A study on the socialization levels of Turkish female university students who do and who do not do sports],[ENERGY EDUCATION SCIENCE AND TECHNOLOGY PART B-SOCIAL AND EDUCATIONAL STUDIES],[2012],"[Who do sports, Who do not do sports, Female, Student, University, Socialization]","['Sahan Hasan', 'Tekin Murat', 'Yildiz Mustafa', 'Mutlu Osman', 'Ulukan Mehmet']",1.0
6286,AU=ULUKAN MEHMET,[Determination of the leadership styles of the trainers],[ENERGY EDUCATION SCIENCE AND TECHNOLOGY PART B-SOCIAL AND EDUCATIONAL STUDIES],[2012],"[Trainer, Leadership, Leadership types]","['Ulukan Mehmet', 'Sahan Hasan', 'Yildirim Yunus', 'Yildiz Mustafa']",1.0
6287,AU=ULUKAN MEHMET,[Determination of the communication skills of the professional football teams in Turkish super league],[ENERGY EDUCATION SCIENCE AND TECHNOLOGY PART B-SOCIAL AND EDUCATIONAL STUDIES],[2012],"[Communication skill, Performance, Sport, Club]","['Sahan Hasan', 'Ulukan Mehmet', 'Temel Veysel', 'Ulukan Hasan', 'Sahin Ahmet']",1.0
6288,AU=ULUKAN MEHMET,"[""An investigation of relation between the school administrators' leadership style and communication skill""]",[AFRICAN JOURNAL OF BUSINESS MANAGEMENT],[2011],"[Leader, leadership, school administrators, communication skills]","['Temel Veysel', 'Ulukan Mehmet', 'Sahan Hasan', 'Bay Murat', 'Sahin Ahmet']",1.0
6289,AU=UYGUN MEHMET,[Examinations of casting cracks in a high alloy steel valve],[MATERIALS TESTING],[2016],"[Valve failures, casting, heat treatment, high alloyed steel, metallurgical examination]","['Col Mustafa', 'Kahriman Fulya', 'Uygun Mehmet', 'Adisen Serhat']",1.0
6290,AU=UYGUN MEHMET,[Differential sensitivity of honey bees and bumble bees to a dietary insecticide (imidacloprid)],[ZOOLOGY],[2012],"[Apis mellifera, Bombus terrestris, Detoxification, Neonicotinoid, Toxic nectar]","['Cresswell James E.', 'Page Christopher J.', 'Uygun Mehmet B.', 'Holmbergh Marie', 'Li Yueru', 'Wheeler Jonathan G.', 'Laycock Ian', 'Pook Christopher J.', 'de Ibarra Natalie Hempel', 'Smirnoff Nick', 'Tyler Charles R.']",1.0
6291,AU=UYGUN MEHMET,"[A Study of Primary School Students' Children's Books Related to Physical Structures, Content and Illustrations]",[EGITIM VE BILIM-EDUCATION AND SCIENCE],[2011],"[Children's literature, children's books; physical structures, content, picture]","['Gonen Mubeccel', 'Katranci Mehmet', 'Uygun Mehmet', 'Ucus Sukran']",1.0
6292,AU=UZKUT MEHMET,[Residual stress analysis and expansion of plastic zone in simple supported and clamped supported woven Ni-Cr reinforced thermoplastic matrix composite laminated plates],[JOURNAL OF REINFORCED PLASTICS AND COMPOSITES],[2007],"[woven Ni-Cr termoplastic, laminated composite plates, finite element method, residual stress, transverse loading]","['Aykul Halil', 'Uzkut Mehmet']",1.0
6293,AU=UZKUT MEHMET,[Investigation of the Element Diffusion in Friction Welded X53CrMnNiN219 and X45CrSi93 Steels],[MATERIALS TESTING],[2014],"[Materials testing, friction welding, high alloyed steels, element diffusion]","['Uzkut Mehmet', 'Unlu Bekir Sadik', 'Yavuz Mesut', 'Akdag Mustafa']",1.0
6294,AU=UZKUT MEHMET,[ABRASIVE WEAR BEHAVIOUR OF SiCp-REINFORCED 2011 Al-ALLOY COMPOSITES],[MATERIALI IN TEHNOLOGIJE],[2013],"[abrasive wear, metal-matrix composites, vortex method, SiC particle]",['Uzkut Mehmet'],1.0
6295,AU=UZKUT MEHMET,[Determination of optimum welding parameters in connecting high alloyed X53CrMnNiN219 and X45CrSi93 steels by friction welding],[BULLETIN OF MATERIALS SCIENCE],[2011],"[Friction welding, welding parameters, microstructure]","['Uzkut Mehmet', 'Unlu Bekir Sadik', 'Akdag Mustafa']",1.0
6296,AU=UZKUT MEHMET,[Tribological Behaviors of Polymer-based Particle-reinforced PTFE Composite Bearings],[JOURNAL OF REINFORCED PLASTICS AND COMPOSITES],[2010],"[tribology, polymer composite, PTFE, bearing]","['Unlu Bekir Sadik', 'Uzkut Mehmet', 'Atik Enver']",1.0
6297,AU=UZUNOĞLU MEHMET,[Static Modeling of Microgrids for Load Flow and Fault Analysis],[IEEE TRANSACTIONS ON POWER SYSTEMS],[2017],"[Droop control, fault analysis, inverter, load flow, microgrid, static modeling]","['Dag Bulent', 'Boynuegri Ali Rifat', 'Ates Yavuz', 'Karakas Arif', 'Nadar Abdullah', 'Uzunoglu Mehmet']",1.0
6298,AU=UZUNOĞLU MEHMET,[Adaptive Protection Scheme for a Distribution System Considering Grid-Connected and Islanded Modes of Operation],[ENERGIES],[2016],"[adaptive protection, distributed generation (DG), relay coordination, smart grid]","['Ates Yavuz', 'Boynuegri Ali Rifat', 'Uzunoglu Mehmet', 'Nadar Abdullah', 'Yumurtaci Recep', 'Erdinc Ozan', 'Paterakis Nikolaos G.', 'Catalao Joao P. S.']",1.0
6299,AU=UZUNOĞLU MEHMET,[A new deployment method for electric vehicle charging infrastructure],[TURKISH JOURNAL OF ELECTRICAL ENGINEERING AND COMPUTER SCIENCES],[2016],"[Electric vehicle, charging station, charging infrastructure planning, decision making, optimization]","['Yagcitekin Bunyamin', 'Uzunoglu Mehmet', 'Karakas Arif']",1.0
6300,AU=UZUNOĞLU MEHMET,[A double-layer smart charging strategy of electric vehicles taking routing and charge scheduling into account],[APPLIED ENERGY],[2016],"[Electric vehicle, Smart charging, Energy management, Daytime charging, Optimization, Distribution network]","['Yagcitekin Bunyamin', 'Uzunoglu Mehmet']",1.0
